corrected,sentence
 في الجزائر  سعر الكهرباء في الجنوب أقل ب  من الشمال مما أدى للاستهلاك المفرط للكهرباء ونجم عن ذلك عجز محطات الكهرباء  وليكن في العلم أن الجزائر هي أكبر الدول مساحة في إفريقيا وهذا بعد تقسيم السودان  وليكن في العلم أن توزيع الكهرباء يفوق   رغم هذه المساحة الهائلة  انشروا يا جزيرة من فضلكم , في الجزائر  سعر الكهرباء في الجنوب أقل ب  من الشمال مما أدى للإستهلاك المفرط للكهرباء ونجم عن ذلك عجز محطات الكهرباء  وليكن في العلم أن الجزائر هي أكبر الدول مساحة في إفريقيا وهذا بعد تقسيم السودان  وليكن في العلم أن توزيع الكهرباء يفوق   رغم هذه المساحة الهائلة  أنشروا ياجزيرة من فضلكم 
 المتابع لما يجري بسورية يرى تورط إيرانيين بأسمائهم ومن معهم في القيادة السورية سترفع المنظمات الدولية ببياناتهم إلى المحكمة الدولية لارتكابهم جرائم ضد الإنسانية وقد يتكرر السيناريو الليبي فيهلكوا قبل أن يصلوا للجنائية الدولية كبشار وماهر وإيرانيون كشف الإعلام العالمي عن تورطهم , المتابع لما يجري بسورية يرى تورط ايرانيين بأسمائهم ومن معهم في القيادة السورية سترفع المنظمات الدولية ببياناتهم إلى المحكمة الدولية لارتكابهم جرائم ضد الانسانية وقد يتكرر السيناريو الليبي فيهلكوا قبل أن يصلوا للجنائية الدولية كبشار وماهر وايرانيين كشف الاعلام العالمي عن تورطهم
 اتركوا سوريا ولا تدخلوا بشؤونها يا خونة ويا عملاء   خلينا بقائد دبي والذي حكاه عن الإخوان نكتة الإمارات    شواذ أعراب حفاة عراة يتطاولون بالبنيان كيف بدهم يكونوا مع المسلمين  حسبي الله ونعم الوكيل بكل عربي مسلم يشوه صورة الإسلام بالإمارات ما في قواعد أمريكية مو عملاء يا سلام يا سلام بقطر أكبر قاعدة أمريكية ووووو عملاء أعراب , اتركوا سوريا ولا تدخلوا بشؤونها يا خونه ويا عملاء   خلينا بقائد دبي والي حكاه عن الاخوان نكته الامارات   شواذ اعراب حفاه عراه يتطاولون بالبنيان كيف بدهن يكونوا مع مسلمين حسبي الله ونعم الوكيل بكل عربي مسلم بشوه صورة الاسلام بالامارات ما في قواعد امريكية مو عملاء يا سلام يا سلام بقطر اكبر قاعدة امريكية ووووو عملاء اعراب
 المال الذي اقترضته دبي لإنشاء المشاريع الضخمة في مجملها أموال غربية ومن بنوك أكثرها من بريطانيا التي قامت صحافتها وللأسف بعض صحافتنا العربية بالتشفي خلال الأزمة  للأسف لا يدرك الكثير من العرب أن دبي والإمارات توظف الكثير من العرب والمسلمين من جنسيات مختلفة وفقد خبراتهم خلال هذه الأزمة محزن حقا , المال الذى اقترضته دبى لأنشاء المشاريع الضخمة فى مجملها اموال غربية ومن بنوك اكثرها من بريطانيا التى قامت صحافتها وللأسف بعض صحافتنا العربية بالتشفى خلال الأزمة  للأسف لا يدرك الكثير من العرب ان دبى والامارات توظف الكثير من العرب والمسلمين من جنسيات مختلفة وفقد خبراتهم خلال هذه الأزمة محزن حقا
 على بلدي التراجع عن خطوتها فتصريحات المعارضة لا تمثل رأي الحكومة ولا يمكن للحكومة أن تمنع المعارضة من التصريح بما يمكن أن يخدمها للوصول إلى السلطة فمادام التصريح غير حكومي فأقول بأن الخارجية المغربية قد أصبحت تتخبط في مشاكل تقيم الخطر الخارجي مما قد يشكل خطرا على المغرب ويجعله يفقد أصدقاءه , على بلدي التراجع عن خطوتها فتصريحات المعارضة لايمثل رأي الحكومة ولايمكن للحكومة أن تمنع المعارضة من التصريح بما يمكن أن يخدمها للوصول الى السلطة فمادام التصريح غير حكومي فأقول بأن الخارجية المغربية قد أصبحة تتخبط في مشاكل تقيم الخطر الخارجي مما قد يشكل خطرا على المغرب ويجعله يفقد أصدقائه
 أنا مواطن من الشمال وأقسم لكم بالله أني كنت اليوم أسأل عن أسعار المولدات الكهربائية نظرا للانقطاع المتكرر للكهرباء  والدي له محل دجاج عانى الصيف الماضي وكانت خسارته فادحة لرميه كميات كبيرة من الدجاج وأخي يوميا يرمي عشرات المواد من مشتقات الحليب ولا نرى عمال سونلغاز إلا يوم الفاتورة , انا مواطن من الشمال واقسم لكم بالله اني كنت اليوم اسال عن اسعار المولدات الكهربائيه نظرا للانقطاع المتكرر للكهرباء والدي له محل دجاج عانى الصيف الماضي وكانت خسارته فادحه لرميه كميات كبيره من الدجاج واخي يوميا يرمي عشرات المواد من مشتقات الحليب ولا نرى عمال سونلغاز الا يوم الفاتوره 
 خطة إسبانية استعمارية قديمة جديدة  العدو الحقيقي هو إسبانيا وليس البوليساريو أو الجزائر الشقيقة  حذار ممن يتوهم الجزائر كعدو  حذار من الحقد بين الإخوة  عدو المغرب هو عدو الجزائر هو عدو السنغال قضيتنا واحدة مصيرنا واحد  أنا لا أؤيد الحرب مع الإخوة الصحراويين أؤيد الحوار ثم الحوار  يجب على المغرب أن يكون ميالا للحوار مع أشقائه , خطة اسبانية استعمارية قديمة جديدة العدو الحقيقي هو اسبانيا وليس البوليساريو او الجزائر الشقيقة حذار ممن يتوهم الجزائر كعدو حذارمن الحقد بين الاخوة عدو المغرب هو عدو الجزائر هو عدو السنغال قضيتنا واحدة مصيرنا واحد  انا لااايد الحرب مع الاخوة الصحراويين اايد الحوار ثم الحوار يجب على المغربان يكون ميالا للحوار مع اشقائه
 إن الحرب الأخيرة على غزة كشفت الوجوه للمرة الألف وتبين من هو مع محور النعاج المستسلم الخانع المتآمر على قضايا الأمة ومن هو مع محور الأسود المقاوم للصهيونية العالمية والعربية  فكفى كذبا وافتراء على الأشراف في هذه الأمة وعلى رأسهم الرئيس البطل المقاوم الدكتور بشار الأسد , إن الحرب الأخيرة على غزة كشفت الوجوه للمرة الألف وتبين من هو مع محور النعاج المستسلم الخانع المتآمر على قضايا الأمة ومن هو مع محور الأسود المقاوم للصهيونية العالمية والعربية  فكفى كذبا وافتراءا على الأشراف في هذه الأمة وعلى رأسهم الرئيس البطل المقاوم الدكتور بشار الأسد 
 ربما هناك من الصحة فيما جاء في هذا التقرير  لكن ليست كل مدن الجنوب تعاني من هذا المشكل فقط هي التجمعات الصغيرة النائية التي تبعد بمئات الكيلومترات عن التجمعات الكبرى  فكيف يمكن ايصال الغاز لتجمع من  فرد مثلا يبعدون ب كلم  فحتى أغنى دول لا تقدر على مثل تلك الاستثمارات , ربما هناك من الصحة فيما جاء في هذا التقرير لكن ليست كل مدن الجنوب تعاني من هذا المشكل فقط هي التجمعات الصغيرة النائية ةالتي تبعد بمئات الكيلومترات عن التجمعات الكبرى فكيف يمكن ايصال الغاز لتجمع من فرد مثلا يبعدون بكلم فحتى اغنى دول لا تقدر على مثل تلك الاستثمارات
 ما سيحصل هو استكمال للسرقات ونهب البشر لا إعادة هيكلة  سيتم تسريع عدد كبير من ذوي الرواتب الضعيفة لإحداث ضجة إعلامية بأن هناك إعادة هيكلة جارية في حين سيحصل المدراء على علاوات وزيادات ومضاعفة رواتب كونه لتستمر عملية السرقة بضعة سنوات أخرى   ولوقتها يفرجها الله هههههه , ماسيحصل هو إستكمال للسرقات ونهب البشر لا إعادة هيكلة  سيتم تسريع عدد كبير من ذوي الرواتب الضعيفة لاحداث ضجة إعلامية بأن هناك إعادة هيكلة جارية في حين سيحصل المدراء على علاوات وزيادات ومضاعفة رواتب كونه لتستمر علملية السرقة بضعة سنوات أخرى   ولوقتها بيفرجها الله هههههه
 بالله عليكم قولوا لنا أي حل  إنها ثورة هائلة بنيت بها دبي ونخلة بالبحر تشوفها العين المجردة من فضاء الأرض الخارجي وما يترتب على الإنجاز الفرعوني ولما لا ينتج  هي أموال رميت بالبحر ودفعوا لمن رمى بها حتى الشركات المبنية على الإنجاز والاستثمار ستصبح رهينة , بالله عليكم قولوا لنا اى حل  انها ثورة هائلة بنيت بها دبى و نخلة بالبحر تشوفها العين المجردة من فضاء الارض الخارجى و ما يترتب على الانجاز الفرعونى و لما لا ينتج  هى اموال رميت بالبحر و دفعوا لمن رمى به حتى الشركات المبنية على الانجاز والاسثمار ستصبح رهينة
 أردغان والمسؤولون الأتراك أكبر ظاهرة صوتية في العالم  عندما تسمع التصريحات  تحس وكأن أمورا عظاما ستحدث خلال دقائق ثم يتبين لك أن الأمر كله كلام في كلام  حمص خط أحمر  تركيا لن تصمت  تركيا لن تبقى مكتوفة الأيدي  تركيا لن تبقى متفرجة  هلكنا والله هلكنا بالكلام الفارغ  ارحمنا رجاء , أردغان و المسؤولون الأتراك أكبر ظاهرة صوتية في العالم  عندما تسمع التصريحات  تحس و كأن أمورا عظاما ستحدث خلال دقائق ثم يتبين لك أن الأمر كله كلام في كلام  حمص خط أحمر  تركيا لن تصمت  تركيا لن تبقى مكتوفة الأيدي  تركيا لن تبقى متفرجة  هلكنا و الله هلكنا بالكلام الفارغ  ارحمنا رجاءا 
 فيسك يقول تخاذل السنة في لبنان على نصرة  بني طائفتهم  ولم يخفى عن روبرت فيسك أن جنبلاط درزي  لما لا يتحدثون في أوطانهم عن ذو الأصول الهندية  والسود  وذو الأصول القوقازية  والآسيوية  والملحدين  وعبدة الشيطان وووووووو  الطائفية لنا فقط , فيسك يقول تخاذل السنة في لبنان على نصرة  بني طائفتهم  و لم يخف عن روبرت فيسك أن جنبلاط درزي  لما لا يتحدثون في أوطانهم عن ذو الأصول الهندية و السود و ذو الأصول القوقازية و الآسيوية و الملحدين و عبدة الشيطان وووووووو  الطائفية لنا فقط 
 أمر طبيعي ومتوقع وأنا سمعت هذا الكلام من محلل اقتصادي قال الإمارات فقاعة صابون ولا مشروع فيها ذا قيمة اقتصادية  لأن مجموعة الجهلة الحاكمين يبعثرون الأموال على لا شيء وهذا بأمر من أسيادهم وهم عبارة عن جهلة يضنون أنفسهم يفهمون , امر طبيعي ومتوقع وانا سمعت هذا الكلام من محلل اقتصادي كال الامارات فقاعه صابون ولا مشروع فيها ذا قيمه اقتصاديه لان مجموعه الجهله الحاكمين يبعثرون الاموال على لا شيء وهذا بامر من اسيادهم وهم عباره عن جهله يضنون انفسهم يفهمون
 مساء الفل  هذه هي بركات الثورة بالنسبة لمن لا يفهمها  والمعطلون الذين يتقاضون منحا دون أي عمل في المقابل  اعتادوا على طعم الراحة  وكانت نتائج ذلك هو بقاء قطاعات واسعة دون عمال وأهمها في تونس الزيتون  لذا نرحب بالقادمين فيبدو أن تونس لم تعد تعاني أزمة بطالة , مساء الفل  هذه هي بركات الثورة بالنسبة لمن لا يفهمها  والمعطلون الذين يتقاضون منحا دون أي عمل في المقابل  اعتادوا على طعم الراحة  وكان نتائج ذلك هو بقاء قطاعات واسعة دون عمال وأهمها في تونس الزيتون  لذا نرحب بالقادمين فيبدو أن تونس لم تعد تعاني أزمة بطالة 
 للأسف لبنان بحجة المقاومة  حصان طروادة  يتم جر لبنان عنوة إلى المشروع الفارسي  فالمشروع المقاوم والممانع  الفارسي الهدف  وجه سلاحه إلى الطرف المقابل فتحول لبنان إلى برميل بارود يتواجه فيه المشروع الفارسي مع بداية مشروع مقاومة لهذا المشروع الفارسي الذي يبدو بعد أن جرب في العراق وسوريا لا يبشر بأي خير , للأسف لبنان بحجة المقاومة  حصان طروادة  يتم جر لبنان عنوة إلى المشروع الفارسي  فالمشروع المقاوم والممانع  الفارسي الهدف  وجه سلاحه إلى الطرف المقابل فتحول لبنان إلى برميل بارود يتواجه فيه المشروع الفارسي مع بداية مشروع مقاومة لهذا المشروع الفارسي الذي يبدو بعد أن جرب في العراق وسوريا لا يبشر باي خير
 لا داعي للتحدث عن كل المغاربة  يا رمايلي وغيره  وبهذا التعبير المبالغ فيه فهناك أولويات وثوابث  والمغاربة لهم من الوعي والنضج ما يغنيهم عن الانغماس خاصة وأن المسألة مفتعلة  لماذا لم يتم التعامل مع القضية الفلسطينية مثلا  بشيء من الحزم إن لم نقل بنفس  لماذا التفريط   والطبقات المحرومة   , لا داعي للتحدث عن كل المغاربة  يا رمايلي وغيره  وبهذا التعبير المبالغ فيه فهناك أولويات وثوابث  والمغاربة لهم من الوعي والنضج ما يغنيهم عن الانغماس  خاصة وأن المسألة مفتعلة  لماذا لم يتم التعامل مع القضية الفلسطينية مثلا  بشيء من الحزم ان لم نقل بنفس  لماذا التفريط   والطبقات المحرومة   
 أنا أرى أنهم يستحقون أكثر من ذلك لأن الهدف من الصحافة  ليس في الأردن ولكن في الدول العربية  ليس نقل الحقيقة بل التشويه في الآخرين وإلا فإنه من الأخلاق عدم نقل مثل هذه المشاجرة بين زميلين في مجلس النواب وعندما يطلب رئيس المجلس ذلك فعليهم الإذعان لذلك وعدم المعاندة , انا ارى انهم يستحقوا اكثر من ذلك لأن الهدف من الصحافه ليس في الاردن ولكن في الدول العربيه ليس نقل الحقيقه بل التشويه في الاخرين وإلا فانه من الاخلاق عدم نقل مثل هذه المشاجره بين زميلين في مجلس النواب وعندما يطلب رئيس المجلس ذلك فعليهم الاذعان لذلك وعدم المعانده
  ويمكرون ويمكر الله والله خير الماكرين   والله غالب على أمره ولكن أكثر الناس لا يعلمون  ومن لم يعتبر من سقوط مبارك ومن هم أشد منه بطشا هم حمقى وعميان ولا يستحقون حتى التحدث عنهم لأن هذا الشعب سيدهسهم بأقدامه حتى وإن كانت حافية كما دهس مبارك من قبلهم , ويمكرون ويمكر الله والله خير الماكرين والله غالب على أمره ولكن أكثر الناس لا يعلمون ومن لم يعتبر من سقوط مبارك ومن هم أشد منه بطشا هم حمقى وعميان ولا يستحقون حتى التحدث عنهم لأن هذا الشعب سيدهسهم بأقدامه حتى وإن كانت حافة كما دهس مبارك من قبلهم
 لا يمكن للظالم أن يستمر في ظلمه لأن الله حرم الظلم وأن لكل ظالم نهاية وقوله تعالى  من قتل نفسا فكأنما قتل الناس جميعا  وما من جبار إلا قسمه الله وإن الله يمهل ولا يهمل وفي حديث قدسي  يا عبادي إني حرمت الظلم على نفسي وجعلته بينكم محرما فلا تظالموا  فاعتبروا يا أولي الأبصار , لا يمكن للظالم ان يستمر في ظلمه لان الله حرم الظلم وان لكل ظالم نهاية وقوله تعالى من قتل نفسا فكانما قتل الناس جميعا وما من جبار الا قسمه الله وان الله يمهل ولا يهمل وفي حديث قدسي يا عبادي اني حرمت الظلم على نفسي وجعلته بينكم محرما فلا تظالموا فاعتبروا يا اولي الابصار
 ما هذا الذي يحصل في تونس    أزمات متتالية سياسية  واجتماعية  واقتصادية   الحكومة الحالية جعلتنا نترحم على عهد بن علي والهيئة أصبحت ميدان صراع وانشقاقات   والطامة الكبرى هو الإعلام الذي عاد ليمارس لعبته القذرة في التهميش حيث غابت الملفات السياسية تماما في مثل هذه المرحلة الحرجة , ما هذا الذي يحصل في تونس    أزمات متتالية سياسية و اجتماعية و اقتصادية   الحكومة الحالية جعلتنا نترحم على عهد بن علي و الهيئة أصبحت ميدان صراع و انشقاقات   والطامة الكبرى هو الاعلام الذي عاد ليمارس لعبته القذرة في التهميش حيث غابت الملفات السياسية تماما في مثل هذه المرحلة الحرجة
 خبر عاجل  الجيش السوري قد حدد ساعة الصفر لتحرير الجولان وانطلق فجر اليوم تحت مطالبات الشعب السوري  وفي الطريق ضل الجيش السوري الطريق ودخل بالخطأ مدينة درعا ظنا منه أنه يدخل إحدى المستعمرات الإسرائيلية في الجولان وهو الآن يمشط المستعمرة الإسرائيلية أقصد مدينة درعا من المستوطنين الدرعاويين , خبر عاجل  الجيش السوري قد حدد ساعة الصفر لتحرير الجولان وانطلق فجر اليوم تحت مطالبات الشعب السوري وفي الطريق ضل الجيش السوري الطريق ودخل بالخطأ مدينة درعا ظنا منه أنه يدخل إحدى المستعمرات الإسرائيلية في الجولان وهو الآن يمشط المستعمرة الإسرائيلية أقصد مدينة درعا من المستوطنين الدرعاويين
 حتى زيارة مكة أصبحت تجارة لأصحاب الكروش المنتفخة  ارحموا الناس الذين يأتون لإيتاء فرائض الله  أين أصحاب القصور ومنتزهات إسبانيا  الطائرات الخاصة والخدم والحشم مما يحصل  أم يثقلون في ولائم رمضان الذي أعتقد أنهم لا يصومونه  وفهمكم كفاية , حتى زيارة مكة اصبحت تجارة لأصحاب الكروش المنتفخة  ارحموا الناس الذين يأتون لاتاء فرائض الله  اين اصحاب القصور ومنتزهات اسبانيا الطائرات الخاصة والخدم والحشم مما يحصل  ام يثقلون في ولاءم رمضان الذي اعتقد انهم لا يصومونه  وفهمكم كفاية 
 يا عزيزي بشكل عام وفي كل الأحوال عندما يريد أي شخص أن يقوم بشيء مخالف للقانون فإنه يختبئ أو يحاول إخفاء ما يفعل عن أعين الناس وأن يكون بشكل سري  وهذا هو الأسلوب الذي يتبعه النظام  إذا قبلنا بالرأي الرسمي للنظام بوجود عناصر مسلحة لماذا لا يسمحوا للقنوات بالدخول وتصوير الوضع على ما هو عليه مثل ما يحصل في ليبيا , ياعزيزي بشكل عام وفي كل الاحوال عندما يريد اي شخص ان يقوم بشئ مخالف للقانون فانه يختبئ او يحاول اخفاء مايفعل عن اعين الناس وان يكون بشكل سري  وهذا هو الاسلوب الذي يتبعه النظام  اذا قبلنا بالراي الرسمي للنظام بوجود عناصر مسلحة لماذا لا يسمحوا للقنوات بالدخول وتصوير الوضع على ما هو عليه مثل ما يحصل في ليبيا
 السبسي وحركة النهضة والمرزوقي كلهم اتفقوا على سرقة الثورة التونسية  لذلك أنا أرفضهم جميعا  حتى  حزبا التي تكونت إنما هي دكاكين سياسية لا يعرفها المواطن التونسي  ولا يعرف قيادتها  حركة النهضة كاليهود يتقنون التباكي باعتبارهم عانوا في زمن بن علي  السبسي عجوز بورقيبي اعترف بتزوير الانتخابات , السبسي وحركة النهضة والمرزوقي كلهم اتفقوا على سرقة الثورة التونسية  لذلك انا ارفضهم جميعا  حتى  حزب التي تكونت انما هي دكاكين سياسية لا يعرفها المواطن التونسي  ولا يعرف قيادتها  حركة النهضة كاليهود يتقنون التباكي باعتبارهم عانوا في زمن بن علي  السبسي عجوز بورقيبي اعترف بتزوير الانتخابات
 الأمر أكبر وأخطر مما تتصورون  فأطماع السنغال في موريتانيا والإستراتيجية التي اعتمدتها حكومات السنغال المتعاقبة والتي تتجلى في تصدير الزنوج وتجنيسهم في موريتانيا بدأت تتعدى إلى الصحراء الغربية  فهم  أي السنغاليون  بدؤوا يرون نجاحات متتالية على الجبهة الموريتانية والآن أصبح طموحهم وهمهم الوحيد هو غزو الصحراء الغربية بموجات بشرية من البولار , الامر اكبر واخطر مما تتصورون فاطماع السنغال في موريتانيا والاستراتيجية التي اعتمدتهاحكومات السنغال المتعاقبة والتي تتجلي في تصدير الزنوج وتجنيسهم في موريتانيا بدات تتعدي الي الصحراء الغربية فهم اي السنغاليون بداو يرون نجاحات متتالية علي الجبهة الموريتانية والان اصبح طموحهم وهمهم الوحيد هو غزو الصحراء الغربية بموجات بشرية من البولار
 بشار ليس لديه الحنكة السياسية لمثل هكذا وضع وأكبر دليل أنه يوافق أتباعه الدمويين في ردع المتظاهرين  وهو تابع ومعروف عنه ذلك بأنه لا يستطيع عمل أي قرار ولا يحق له أن يكون رئيسا لدولة أصلا , بشار ليس لديه الحنكة السياسية لمثل هكذا و ضع و اكبر دليل انه يوافق اتباعه الدمويين في ردع المتظاهرين  و هو تابع و معروف عنه ذلك بانه لايسنطيع عمل اي قرار و لا يحق له ان يكون رئيسا لدولة اصلا 
 شكرا للجزيرة ولكن كفى إيقاظا للفتنة  مطلبنا الأساسي هو الأمن والحمد لله بدأ يتحقق وأرجو أن يكون في أهل الجزيرة عقلاء من جنس المثل القائل  ليس العاقل من يفرق بين الخير والشر ولكن العاقل من يفرق بين خير الشرين   نريدها دارا آمنة أما الرغد فسيأتي بإذن ربها , شكرا للجزيرة ولكن كفى ايقاضا للفتنة مطلبنا الاساسي عو الامن والحمد لله بدا يتحقق وارجوا ان يكون في اهل الجزيرة عقلاء من جنس المثل القائل ليس العاقل من يفرق بين الخير والشر ولكن العاقل من يفرق بين خير الشرين نريدها دارا امنة اما الرغد فسياتي باذن ربها
 المساكن التي بنيت على الرباء حتما فهي باطلة وفقا للشرع حيث أن من يسمون أنفسهم بالملاك قد تعهدوا على أنفسهم لامتلاك هكذا بيوت لأي شروط يمليها عليهم الملاك الحقيقيون  البنوك  والتي حتما لا يسعون إلا للفائدة الربوية المحمية وفقا للعقيدة الرأسمالية بالقانون , المساكن التي بنيت على الرباء حتما فهي باطله وفقا والشرع حيث أن من يسمون أنفسهم بالملاك قد تعهدوا على أنفسهم لآمتلاك هكذا بيوت لآي شروط يمليها عليهم الملاك الحقيقيون  البنوك  والتي حتما لايسعون إلا للفائده الربويه المحميه وفقا والعقيده الرأسماليه بالقانون
 الجبان الحقيقي هو الذي يضع يده مع إسرائيل وأمريكا  لا من يقول لا ويرفض الركوع  وأولئك المتظاهرون في درعا كانوا سيكسبون المكانة المرموقة في أعين السوريين لو شكلوا مقاومة وطنية على غرار حزب الله وتصدوا لإسرائيل  لكنهم أبوا إلا أن يكونوا جزءا من المؤامرة الصهيونية ويفعلون ما عجز الإسرائيليون عن فعله ألا وهو إقدامهم على قتل عناصر الجيش  يا حيف , الجبان الحقيقي هو الذي يضع يده مع إسرائيل وأمريكا  لا من يقول لا ويرفض الركوع  وأولثك المتظاهرون في درعا كانوا سيكسبون المكانة المرموقة في أعين السوريين لو شكلوا مقاومة وطنية على غرار حزب الله وتصدوا لإسرائي  لكنه أبوا إلا أن يكونو جزءا من المؤامرة الصهيونية ويفعلول ما عجز الأسرائيليون عن فعله ألا وهو إقدامهم على قتل عناصر الجيش  يا حيف 
 نعم المواطن السوري عند النظام ليس إلا مشروع عبودية واستغلال  تسلطوا على رقابنا وأموالنا وثروات البلاد حتى جعلوا من سوريا بلد العصابات الأسدية فقط  رموز النظام ومن يتبعهم هم الطبقة الأرستقراطية الغنية والشعب ليس إلا عبيدا في مزرعة الأسد    نقولها لهم واللخ ما في رجوع عن إسقاطكم لأن استمراركم هو استمرار العبودية لنا ولن نرضى بغير إسقاطكم , نعم المواطن السوري عند النظام ليس الا مشروع عبودي وإستغلال تسلطوا علي رقابنا وأموالنا وتروات البلاد حتي جعلو من سوريا بلد العصابات الأسديه فقط  رموز النظام ومن يتبعهم هم الطبقه الآرستقراطيه الغنيه والشعب ليس الا عبيد في مزرعة الأسد    نقولها لهم واللخ مافي رجوع عن اسقاطكم لان استمراركم هو استمرار العبوديه لنا ولن نرضي بغير اسقاطكم
 حوافز اجتماعية ومواصلات إلى جانب أجر يومي مبلغ  دولار كل تلك عوامل فعلا مغرية للمتطوعين للعمل في جني ثمار تدفع العاطلين عن العمل وكذا طلاب الجامعات بحيث يتم تقديم الإجازة الشتوية للاستفادة منهم في عمل الجني كي لا تتلف هذه الثروة الزراعية  وأنا أول المتطوعين فانقلوني , حوافز إجتماعية ومواصلات إلى جانب أجر يومي مبلغ  دولار كل ذلك عوامل فعلا مغرية للمتطوعين للعمل في جني ثمار تدفع العاطلين عن العمل وكذا طلاب الجامعات بحيث يتم تقديم الإجازة الشتوية للإستفادة منهم في عمل الجني كي لا تتلف هذه الثروة الزراعية  وأنا أول المتطوعين فانقلوني 
 من جانبه يشير الخبير في الشؤون السورية جوشوا لانديس من جامعة أوكلاهوما  ومحللون آخرون  إلى أن الأسد قد يسيطر على الوضع عبر إعلانه عن تنازلات جوهرية منها تخلي حزب البعث عن السلطة أو الإعلان عن إجراء انتخابات  غير أن المؤشرات تبدوا ضئيلة جدا ومتأخرة , من جانبه يشير الخبير في الشؤون السورية جوشوا لانديس من جامعة أوكلاهوما  ومحللون آخرون  إلى أن الأسد قد يسيطر على الوضع عبر إعلانه عن تنازلات جوهرية منها تخلي حزب البعث عن السلطة أو الإعلان عن إجراء انتخابات  غير أن المؤشرات تبدو ضئيلة جدا ومتأخرة 
 لا تكن من أذناب النظام وأبواقهم  كلنا نعرف أن النظام في سوريا فاسد وشيطاني ولكن يكون له رحمة حتى مع المنافقين أمثالك  عبارات المندسين والمخربين يجب أن ترد على النظام المجرم  يبدو أن كتاب السناريوهات الرسمية السورية مشغولون بالتحضير لمسلسلات رمضان لذا فإن القصص المختلقة بشأن الثورة هي قصص ركيكة الإخراج وتحتاج كما نقول بالعامية لحبكة , لاتكن من اذناب النظام وابواقهم كلنا نعرف ان النظام في سوريا فاسد وشيطاني ولكن يكون له رحمه حتى مع المنافقين امثالك  عبارات المندسين والمخربين يجب ان ترد على النظام المجرم  يبدو ان كتاب السناريوهات الرسمية السورية مشغولون بالتحضير لمسلسلات رمضان لذا فان القصص المختلقه بشأن الثورة هي قصص ركيكة الاخراج وتحتاج كما نقول بالعامية لحبكة 
 إسلامي قال    التجارة باسم الدين وصلت إلى أن يفتح بنكا باسم الإسلام وقروضه  عفوا مبيعاته  فوائدها أعلى من الفوائد الدولية لأنه بنك إسلامي يقوم على مبدأ البيع والشراء والاتفاق بين الطرفين  رحم الله جحا عندما سألوه  أين أذنك  فلف يده حول رأسه وأراهم الأذن الثانية , اسلامي قال    التجارة باسم الدين وصلت الى أن يفتح بنك باسم الاسلام وقروضه  عفوا مبيعاته  فوائدها أعلى من الفوائد الدولية لأنه بنك اسلامي يقوم على مبدأ البيع والشراء والاتفاق بين الطرفين  رحم الله جحا عندما سألوه  أين أذنك  فلف يده حول رأسه واراهم الأذن الثانية 
 بسم الله الرحمن الرحيم  فإن الصحراء مغربية  ب والجزائر هي لعبة فقط  لو كان الملك يستعمل رجاله وشعبه والله البوليساريو سوف تدمر  فهناك الآن آليات عند المغرب مش عند الجزائر والمغرب قادر على كل شيء  إن ملكنا يريد السلم فقط فكونوا عربا وأن تعرفوا الله والصحراء صحراؤنا يا أخونا , بسم الله الرحمن الرحيم فانا الصحراء مغربية ب والجزائر هي لعبة فقط لو كان الملك ان يستعمل رجاه وشعبه والله البوليساريو سوف تدمر فهناك الان اليات عند المغرب مش عند الجزائر والمغرب قادر على كل شيىء انا ملكنا يريد السلم فقط فكونوا عرب وان تعرفوا الله والصحراء صحرئنا يا خونا
 سوري يقتل سوريا والسعودية وقطر تدفع الفاتورة  لقد تعلم الغرب من دروسه السابقة في فيتنام وأفغانستان والعراق وبدأ يقاتل أعدائه بأيادي أبناء جلدتهم وملتهم بالنيابة عنه  ووجد كذلك من يدفع عنه فاتورة الحرب من كثر غباء العرب  لن يعرف التاريخ أمة جاهلة خانعة وغبية أكثر من عرب العصر الحديث  إنهم روبوتات يوجهها الغرب بالطريقة التي يريدها وعن بعد بالريمونت كانترول , سوري يقتل سوري والسعودية وقطر تدفع الفاتورة  لقد تعلم الغرب من دروسه السابقة في فيتنام وافغانستان والعراق وبداء يقاتل أعدائه بأيادي أبناء جلدتهم وملتهم بالنيابة عنه  ووجد كذلك من يدفع عنه فاتورة الحرب من كثر غباء العرب  لن يعرف التاريخ أمة جاهلة خانعة وغبية أكثر من عرب العصر الحديث  أنهم روبوتات يوجهها الغرب بالطريقة التي يريدها وعن بعد بالريمونت كانترول 
 عيب كبير في علي نوري زاده أنه دائما يتكلم وكأنه موجود بين الإيرانيين فيراهم ويسمعهم  أما إنه هذا الشخص عنده شبكة استخبارات قوية في إيران أو أنه يدعي أشياء من أجل تتابع سلسلة من الأفكار التي يريد إلقاءها وتلقيمها للمشاهد والمستمع  ما أعرف قناة الجزيرة ليش تروج لهذا الشخص وأفكاره  غير المبنية على أسس متينة أو أدلة ثابتة  , عيب كبير في علي نوري زاده إنه دائما يتكلم و كأنه موجود بين الإيرانيين فيراهم و يسمعهم  إما إنه هذا الشخص عنده شبكة استخبارات قوية في إيران أو أنه يدعي أشياء من أجل تتابع سلسلة من الأفكار التي يريد إلقاؤها وتلقيمها للمشاهد والمستمع  مااعرف قناة الجزيرة ليش تروج لهذا الشخص و افكاره  غير المبنية على اسس متينة أو أدلة ثابتة  
